avg_latency,std_latency,p95_latency,p99_latency,failure_rate,timeout_rate,avg_retries,request_velocity,latency_trend,jitter,payload_trend,throughput_bytes_per_sec,time_since_success,total_requests,label
243.79,23.42,706.71,743.6,0.0562,0.0397,2.92,1.53,9.71,38.62,0.72,51898,42.5,4714,congested
32.28,2.72,42.62,61.0,0.0001,0.0,0.03,3.55,0.49,1.93,-0.08,175950,0.2,20198,stable
492.9,73.36,1236.91,2558.2,0.2392,0.181,3.78,0.36,10.16,94.52,0.92,8997,488.8,251,critical
1189.12,236.33,4416.65,5258.61,0.2144,0.1715,3.99,0.35,14.32,82.31,1.85,14754,488.5,4158,critical
467.41,59.86,1104.73,1885.61,0.0619,0.0495,1.86,2.19,6.79,28.17,1.8,17965,79.4,11882,congested
58.51,3.96,82.2,107.57,0.0,0.0,0.04,4.51,0.36,4.85,0.15,173640,0.5,40829,stable
44.89,6.9,63.32,77.09,0.0,0.0,0.18,3.6,0.01,1.33,0.19,318600,4.8,9973,stable
76.0,12.28,125.28,177.01,0.0012,0.0009,1.1,3.06,1.2,13.64,0.37,115560,7.9,19060,degrading
45.48,6.42,61.22,83.86,0.0,0.0,0.2,3.64,-0.31,3.65,0.09,394519,1.4,33237,stable
63.44,8.52,119.58,129.5,0.0048,0.0013,0.77,2.55,0.9,10.88,0.41,61289,8.6,14499,degrading
93.52,14.09,171.54,215.93,0.0027,0.0011,0.79,2.67,1.12,9.37,0.6,65573,9.2,6605,degrading
99.59,8.03,193.42,248.05,0.0026,0.001,0.33,2.59,2.66,5.33,0.38,106691,8.2,7114,degrading
29.01,2.66,43.35,51.49,0.0,0.0,0.12,3.52,-0.15,3.0,0.28,476413,0.9,10072,stable
120.0,11.52,205.2,295.56,0.0011,0.0009,1.16,2.99,0.56,7.51,0.73,87570,15.3,18608,degrading
1604.87,155.14,4417.29,7429.47,0.2297,0.1647,8.28,0.41,19.86,50.01,0.8,16643,97.1,1854,critical
1611.43,154.49,5558.47,9078.68,0.222,0.1776,4.61,1.15,10.46,96.95,0.96,2206,219.6,71,critical
44.41,3.18,59.03,74.01,0.0,0.0,0.08,3.56,-0.04,4.56,0.13,432956,5.0,9017,stable
49.4,4.46,74.35,82.31,0.0,0.0,0.27,4.09,0.34,3.05,0.24,365129,2.5,16314,stable
116.62,18.27,185.32,314.52,0.0021,0.0017,0.68,2.58,1.07,13.63,0.39,135632,7.6,14312,degrading
732.37,265.87,2364.64,4156.85,0.2488,0.1785,4.72,1.1,10.06,136.07,1.1,13487,394.4,4817,critical
63.0,14.3,117.15,130.63,0.0028,0.0014,0.33,2.87,0.82,6.85,0.78,76178,12.3,26689,degrading
1726.48,116.78,5326.86,7393.08,0.2177,0.1742,5.11,0.76,6.24,128.75,1.33,10103,264.3,1041,critical
65.0,9.92,105.68,169.04,0.0024,0.001,0.85,3.17,1.5,14.11,0.23,131811,13.3,18530,degrading
45.96,5.99,67.49,89.29,0.0001,0.0,0.02,4.14,-0.26,3.52,0.22,486524,2.3,39524,stable
32.61,6.91,47.31,53.2,0.0,0.0,0.05,4.21,0.43,2.37,0.15,104833,3.6,30550,stable
31.63,2.67,47.11,53.67,0.0,0.0,0.23,4.96,0.44,2.06,-0.01,482996,2.3,11206,stable
194.38,32.76,560.77,696.84,0.054,0.037,4.08,0.74,9.94,35.92,0.95,67226,24.8,9850,congested
1327.69,163.37,3520.54,6486.24,0.2414,0.1856,3.27,0.27,13.78,48.37,2.46,7580,231.7,217,critical
60.0,5.15,91.9,97.23,0.0,0.0,0.0,4.49,-0.23,1.6,0.03,299633,2.5,18992,stable
857.37,114.95,3244.08,4392.55,0.2138,0.1653,9.95,0.6,8.78,37.17,2.26,1144,511.4,1560,critical
60.0,4.77,80.68,113.37,0.0,0.0,0.16,4.59,0.12,4.04,0.19,376812,4.1,32638,stable
20.0,4.04,27.06,39.51,0.0001,0.0,0.19,4.66,-0.23,3.96,0.21,432475,1.6,34398,stable
52.07,4.49,79.68,84.15,0.0,0.0,0.11,4.37,-0.16,1.34,0.3,150872,0.4,44048,stable
53.36,3.81,79.77,92.39,0.0,0.0,0.15,4.38,0.42,1.2,0.13,441451,1.2,43938,stable
60.0,9.15,104.9,151.98,0.0028,0.0022,0.61,2.89,2.15,11.57,0.33,81593,13.9,2981,degrading
118.13,11.69,228.37,272.48,0.0034,0.0027,0.42,2.79,0.67,8.81,0.29,134514,18.9,20248,degrading
43.95,2.23,63.27,84.7,0.0,0.0,0.17,4.03,0.07,2.03,0.08,212310,0.6,16771,stable
36.82,4.74,54.81,69.88,0.0,0.0,0.23,3.88,0.2,2.9,0.14,121588,4.4,12948,stable
33.99,3.18,44.47,61.42,0.0,0.0,0.18,4.21,-0.11,1.67,0.08,134097,4.3,3298,stable
44.63,4.16,70.9,79.27,0.0,0.0,0.24,4.7,-0.07,1.28,0.17,249765,4.4,39236,stable
42.67,3.07,66.14,81.53,0.0,0.0,0.29,3.57,-0.41,1.49,0.07,216312,4.0,24215,stable
35.14,4.74,46.74,64.98,0.0,0.0,0.3,3.93,0.03,3.73,-0.05,241695,4.0,12601,stable
82.59,13.75,152.21,196.51,0.0046,0.0019,0.86,3.08,1.57,7.85,0.52,86605,17.8,1349,degrading
60.0,2.64,78.86,114.84,0.0001,0.0,0.24,4.15,-0.38,4.76,0.12,346117,4.7,46647,stable
79.25,16.69,139.15,185.08,0.0011,0.0008,1.1,3.43,2.53,6.06,0.74,52395,11.7,15268,degrading
120.0,9.38,214.23,248.0,0.0027,0.0012,0.6,3.08,1.96,8.33,0.43,94106,10.6,22939,degrading
52.51,2.45,75.55,104.79,0.0,0.0,0.01,4.9,0.09,2.19,-0.04,431809,4.2,40910,stable
71.31,15.36,141.3,181.13,0.0028,0.0008,0.43,2.64,2.12,8.66,0.42,111232,8.3,4790,degrading
82.63,13.86,157.87,196.16,0.003,0.0024,0.49,3.37,2.3,5.77,0.63,53501,7.7,17987,degrading
788.9,264.54,2379.1,3940.89,0.2032,0.1626,9.09,0.56,18.1,48.12,0.97,24601,586.4,1709,critical
120.0,16.04,230.84,295.36,0.0051,0.0017,0.94,3.03,1.32,11.77,0.64,121211,7.9,21068,degrading
30.8,3.0,46.77,52.23,0.0,0.0,0.21,3.98,-0.38,3.18,-0.01,428544,0.2,5833,stable
20.0,4.82,29.07,37.09,0.0,0.0,0.23,4.75,0.38,3.43,0.24,106165,0.5,5536,stable
26.71,4.97,35.06,44.8,0.0001,0.0,0.06,4.03,0.48,4.93,-0.01,126578,1.4,20488,stable
37.89,6.02,54.6,66.44,0.0,0.0,0.19,4.19,-0.1,3.37,0.1,221393,2.8,33805,stable
70.79,13.12,112.17,145.75,0.0035,0.0028,0.83,2.62,0.69,6.96,0.67,142745,10.0,29255,degrading
172.39,23.17,362.8,626.69,0.0586,0.0308,1.77,1.28,4.99,37.83,1.44,42381,84.4,13676,congested
470.14,29.56,981.44,1660.05,0.0717,0.0379,3.0,1.48,9.45,46.7,0.6,77062,26.9,8288,congested
355.89,22.0,1051.97,1504.24,0.0549,0.0343,3.41,2.11,4.69,42.1,1.83,67291,82.2,12168,congested
745.79,136.76,2240.49,3489.72,0.226,0.1595,7.82,0.59,5.98,102.12,2.32,6861,565.1,1144,critical
44.61,6.22,60.32,79.88,0.0,0.0,0.07,3.57,0.2,4.91,0.08,203845,0.8,15084,stable
81.29,9.01,131.98,205.43,0.0023,0.0018,0.58,2.91,2.08,9.09,0.74,90121,7.7,7826,degrading
85.47,15.54,128.3,202.74,0.003,0.0011,0.39,3.44,0.94,9.7,0.48,112523,15.0,7370,degrading
37.28,4.69,50.56,62.34,0.0,0.0,0.1,3.81,-0.22,2.72,-0.03,485690,0.5,49293,stable
43.45,6.3,69.06,84.53,0.0,0.0,0.23,4.82,0.41,2.52,0.05,262682,1.9,33643,stable
111.18,11.44,192.52,300.13,0.0064,0.0012,0.96,3.41,1.07,14.77,0.37,55017,12.4,3754,degrading
32.41,2.78,44.32,52.94,0.0,0.0,0.18,3.93,0.44,4.15,0.19,455370,3.8,15050,stable
84.73,16.0,143.23,220.36,0.0065,0.0017,0.33,3.28,1.59,12.55,0.65,59993,14.2,11124,degrading
46.36,3.95,65.54,88.69,0.0,0.0,0.09,3.84,-0.36,1.74,-0.07,455380,4.7,29751,stable
1077.65,222.61,3389.15,5537.64,0.263,0.18,6.18,0.71,13.58,61.85,0.8,4025,508.6,555,critical
57.02,2.41,79.86,98.39,0.0001,0.0,0.07,3.95,0.14,3.4,0.18,245000,4.1,11000,stable
35.81,3.95,52.11,57.95,0.0001,0.0,0.18,3.95,-0.3,3.17,0.08,256045,3.4,34834,stable
72.67,13.22,132.3,176.05,0.0025,0.002,1.01,3.23,2.38,6.92,0.75,91414,5.2,20208,degrading
60.0,5.0,94.26,118.56,0.0,0.0,0.16,3.64,-0.33,2.29,-0.06,426136,1.5,48818,stable
48.57,4.02,72.69,96.84,0.0,0.0,0.15,4.9,-0.29,2.46,0.03,194385,5.0,19974,stable
412.53,39.89,1142.76,1401.67,0.0583,0.0467,1.63,1.69,6.54,29.6,1.02,20701,85.0,1853,congested
334.56,47.15,670.34,1201.24,0.0538,0.0424,1.63,0.89,5.0,21.13,0.53,42140,88.8,6376,congested
93.45,12.19,178.98,201.61,0.0027,0.0013,0.62,3.15,2.1,13.42,0.46,138982,15.2,17082,degrading
29.19,5.75,44.49,49.26,0.0001,0.0,0.28,4.0,-0.03,1.05,-0.07,203436,0.1,31937,stable
93.8,17.59,187.23,257.83,0.002,0.0007,0.82,2.55,1.7,8.79,0.41,73489,17.3,26516,degrading
86.75,8.25,151.43,242.21,0.0012,0.001,1.06,3.03,0.55,13.94,0.43,53968,17.3,12833,degrading
64.4,16.77,113.5,151.33,0.0027,0.0017,0.8,2.55,1.46,11.69,0.76,134918,19.4,23554,degrading
352.74,79.27,722.37,1398.24,0.0657,0.0392,2.13,1.34,7.19,20.1,1.95,17679,93.3,964,congested
1296.34,203.08,3643.67,6463.84,0.211,0.1677,5.71,0.26,12.57,118.04,2.46,9791,432.7,4827,critical
80.78,11.17,138.46,179.24,0.0058,0.0031,0.67,2.56,2.87,11.59,0.35,103353,14.5,7186,degrading
432.19,57.23,1202.83,1581.73,0.0615,0.0347,1.58,1.47,6.95,42.3,1.13,47849,43.8,12498,congested
290.95,52.72,738.03,1298.3,0.0546,0.036,4.0,1.16,5.99,16.56,1.07,70928,98.1,12144,congested
29.93,5.46,45.24,52.87,0.0001,0.0,0.27,3.98,-0.09,4.23,0.14,319165,4.6,27265,stable
794.69,139.84,2596.76,3783.13,0.2051,0.159,7.23,1.05,7.51,127.53,2.22,24817,98.3,364,critical
60.0,16.96,115.08,135.35,0.0018,0.0014,0.3,3.44,1.17,11.63,0.77,131829,6.8,24156,degrading
72.26,8.46,134.44,199.68,0.0051,0.003,1.18,3.36,1.88,14.23,0.41,120092,7.6,26913,degrading
50.76,5.43,66.89,100.71,0.0,0.0,0.12,3.94,-0.27,3.58,-0.05,444284,3.3,35826,stable
307.69,27.26,806.07,1080.66,0.0624,0.0327,3.8,1.58,5.65,48.02,0.73,22318,21.7,11116,congested
60.0,14.23,109.47,120.22,0.0024,0.0013,0.62,2.93,2.31,12.01,0.69,147466,10.9,10499,degrading
36.53,7.59,54.4,72.1,0.0001,0.0,0.13,4.68,0.44,4.51,-0.02,298411,1.7,20593,stable
82.45,16.54,163.84,180.88,0.002,0.001,0.35,2.99,1.52,14.97,0.46,118261,9.3,18631,degrading
264.25,32.5,600.65,1125.14,0.0662,0.0335,3.5,0.79,9.4,19.94,0.84,40282,69.8,1535,congested
36.36,5.38,48.35,71.58,0.0,0.0,0.12,4.29,-0.02,2.79,0.21,310707,1.6,13649,stable
500.0,53.89,1187.99,1714.75,0.056,0.0352,2.99,0.59,7.98,27.03,1.59,38767,72.7,8883,congested
39.05,3.09,53.95,69.03,0.0,0.0,0.11,3.72,0.46,1.06,0.17,452054,0.1,36533,stable
659.74,204.22,2414.0,2733.01,0.2091,0.1664,7.88,0.9,7.54,100.39,1.01,29033,116.7,4389,critical
60.0,14.86,94.84,123.77,0.004,0.0013,0.52,3.23,1.13,6.8,0.42,58325,7.2,4820,degrading
35.26,5.62,48.06,62.29,0.0001,0.0,0.01,4.21,-0.06,4.03,0.01,187012,1.3,15883,stable
253.25,59.8,671.44,833.96,0.0542,0.0357,2.28,1.27,3.31,17.36,1.89,63628,101.4,7231,congested
477.85,31.26,1243.93,1758.67,0.0725,0.0384,3.58,1.4,8.27,36.0,0.5,79790,63.0,8618,congested
25.11,7.16,37.93,46.56,0.0,0.0,0.01,3.66,-0.05,2.05,0.06,146978,0.7,40232,stable
1053.47,267.57,3021.46,5143.25,0.2183,0.1746,7.31,1.06,5.58,76.5,1.1,27351,254.4,1074,critical
68.26,9.26,120.22,160.51,0.003,0.0013,0.9,3.19,0.56,7.87,0.6,138973,15.0,8343,degrading
2000.0,269.88,7411.03,11738.11,0.2404,0.162,8.42,1.09,18.03,100.0,1.3,8367,260.5,131,critical
39.51,7.2,52.25,65.38,0.0,0.0,0.24,3.52,-0.45,3.2,0.3,236926,1.7,7579,stable
795.21,68.97,3103.72,4203.82,0.2091,0.1672,8.96,0.21,11.49,41.03,0.89,29016,363.8,4885,critical
339.71,71.52,825.58,1462.99,0.0586,0.0374,2.67,2.04,9.31,26.88,1.2,47619,88.8,12677,congested
120.0,15.83,184.87,278.43,0.004,0.0015,1.09,3.1,2.86,7.33,0.75,72165,12.9,23982,degrading
376.46,72.44,855.91,1687.63,0.0557,0.0381,3.47,1.99,3.95,40.33,0.58,52914,103.9,7297,congested
109.38,17.0,191.22,295.75,0.0022,0.001,0.87,3.33,2.1,5.65,0.79,85609,10.7,3000,degrading
31.28,3.57,49.86,60.03,0.0001,0.0,0.08,4.73,0.5,1.31,0.09,420825,3.9,38239,stable
81.32,10.51,132.3,168.1,0.0011,0.0009,0.39,3.12,2.54,6.73,0.28,75977,9.2,28967,degrading
28.85,3.43,43.39,49.29,0.0,0.0,0.12,4.99,0.35,4.9,0.25,410481,4.7,21571,stable
392.22,64.39,894.91,1526.64,0.0739,0.0361,1.68,2.37,4.17,46.12,0.75,13355,68.8,5409,congested
942.91,101.69,3648.33,5295.02,0.2233,0.1561,4.3,0.48,8.19,67.54,0.89,18813,190.2,4855,critical
24.07,2.33,33.72,46.25,0.0001,0.0,0.14,3.84,-0.05,1.56,-0.03,299347,2.1,45827,stable
60.0,9.39,100.0,146.47,0.0025,0.0011,0.99,3.14,2.01,9.54,0.29,127883,12.2,18956,degrading
315.21,28.86,712.56,1024.25,0.0654,0.0323,3.59,0.53,3.53,29.33,0.76,54226,37.5,14904,congested
88.99,8.3,152.14,224.99,0.0026,0.002,0.39,2.75,1.89,13.98,0.26,65375,14.8,9177,degrading
327.87,34.02,981.22,1248.52,0.0584,0.0338,2.2,0.74,8.58,32.97,1.38,52476,81.3,6868,congested
404.79,77.22,1118.5,1353.8,0.0526,0.0315,2.79,1.22,6.68,18.51,1.12,51819,100.4,11520,congested
97.11,13.59,156.76,231.53,0.0021,0.0016,0.34,2.54,2.75,6.31,0.38,148589,18.9,1764,degrading
60.0,5.47,78.67,116.23,0.0,0.0,0.13,3.97,-0.18,2.78,0.17,346591,4.7,26368,stable
40.07,7.52,59.8,70.5,0.0,0.0,0.25,3.81,-0.25,1.77,-0.04,481324,3.0,32254,stable
38.02,4.52,59.88,60.97,0.0,0.0,0.24,4.32,0.4,4.87,0.09,189066,2.6,49487,stable
41.61,2.05,63.99,71.32,0.0001,0.0,0.13,3.75,-0.41,2.89,0.09,361383,2.4,8030,stable
43.42,3.96,61.73,85.84,0.0,0.0,0.24,3.74,-0.25,3.69,0.29,250451,1.1,43587,stable
59.03,6.9,92.96,101.48,0.0,0.0,0.02,4.85,-0.2,3.0,0.07,168733,1.8,10453,stable
88.12,14.8,140.91,177.14,0.0027,0.0022,1.15,2.64,2.23,5.67,0.44,134171,11.9,1491,degrading
816.94,110.2,2836.79,4310.4,0.221,0.1716,8.44,0.22,16.82,52.8,1.3,8076,234.8,2510,critical
30.2,4.63,43.59,56.15,0.0001,0.0,0.1,4.85,-0.05,3.05,0.28,491710,3.3,47295,stable
244.54,66.6,733.31,860.89,0.0553,0.0417,2.04,0.7,5.98,41.72,1.68,52519,81.5,1897,congested
60.0,2.54,88.91,98.15,0.0,0.0,0.14,3.81,-0.5,1.97,0.1,251983,2.2,49051,stable
28.91,4.03,37.68,48.58,0.0,0.0,0.3,3.89,-0.23,1.51,0.09,138464,1.4,24651,stable
84.66,13.29,134.57,177.2,0.0032,0.0018,0.38,2.58,0.96,13.5,0.33,85481,13.6,15586,degrading
41.36,4.88,61.26,74.1,0.0,0.0,0.05,4.78,-0.36,2.6,-0.07,318084,3.3,47119,stable
1343.51,225.38,4231.93,7499.65,0.2264,0.1684,8.13,0.64,7.7,62.91,1.42,20285,522.4,693,critical
1219.29,155.89,3827.41,5536.37,0.2498,0.1775,7.67,1.08,5.4,71.34,0.95,8708,359.4,2216,critical
1152.63,68.04,4389.15,6211.76,0.2217,0.1774,7.73,0.85,16.3,126.02,0.96,28095,354.5,2673,critical
40.01,3.82,61.4,76.27,0.0,0.0,0.13,4.47,0.25,1.93,0.06,207664,1.0,39385,stable
96.71,15.44,177.93,224.07,0.0017,0.0013,1.13,3.32,2.34,14.45,0.65,97095,14.0,9520,degrading
30.03,7.13,47.2,58.26,0.0,0.0,0.27,3.53,0.2,4.82,0.18,497564,3.4,2683,stable
91.05,16.69,154.56,210.36,0.0023,0.0012,0.83,2.91,0.7,11.82,0.57,114266,17.2,8964,degrading
30.19,3.99,43.76,51.29,0.0,0.0,0.04,3.61,-0.49,4.82,0.02,283801,2.0,36792,stable
47.54,6.72,75.14,91.97,0.0,0.0,0.15,3.97,-0.34,3.44,0.13,404481,4.4,11798,stable
361.58,65.7,772.82,1439.88,0.0695,0.0421,1.24,1.3,3.83,22.88,1.53,49990,72.7,8503,congested
111.06,13.76,204.01,238.62,0.0027,0.0022,0.45,3.45,1.05,7.01,0.26,95335,9.1,22353,degrading
30.11,5.19,43.46,50.87,0.0,0.0,0.15,4.81,0.21,3.32,-0.06,377596,0.8,39532,stable
1084.05,191.94,4266.94,4433.41,0.2071,0.1657,5.2,0.1,7.32,38.59,2.43,6505,468.8,2692,critical
114.91,14.48,179.3,230.59,0.0014,0.0011,0.39,3.34,2.19,8.83,0.29,69418,6.8,5222,degrading
113.59,8.69,198.26,264.81,0.0033,0.0012,0.63,2.5,0.91,9.48,0.52,65292,16.2,6075,degrading
120.0,11.32,211.54,333.34,0.0018,0.0007,0.59,2.74,0.52,6.16,0.78,89112,10.8,8367,degrading
210.94,76.1,520.97,778.58,0.057,0.0336,4.6,0.56,8.33,36.81,1.41,71272,79.0,10767,congested
120.0,8.61,209.53,321.81,0.002,0.0016,0.8,3.31,1.44,7.47,0.62,57080,17.5,28332,degrading
43.13,4.54,62.19,73.58,0.0,0.0,0.22,3.81,0.43,3.11,-0.06,258833,3.0,18288,stable
23.72,5.16,35.13,42.37,0.0,0.0,0.29,4.28,-0.31,2.28,0.23,240664,3.6,39090,stable
32.94,7.09,43.54,56.39,0.0,0.0,0.05,3.88,0.22,2.5,0.17,305643,0.7,25454,stable
42.45,2.38,64.29,76.87,0.0,0.0,0.14,4.94,-0.24,3.73,0.28,365383,4.4,41546,stable
29.72,7.95,46.39,54.79,0.0,0.0,0.04,3.83,0.05,3.73,0.03,319498,1.7,35128,stable
45.03,6.57,71.92,86.06,0.0,0.0,0.09,4.0,0.18,2.4,-0.01,249734,1.4,5327,stable
49.63,7.67,71.12,91.31,0.0001,0.0,0.1,4.31,0.41,4.39,-0.05,137212,2.9,27073,stable
103.03,13.93,204.94,270.96,0.0019,0.0015,0.88,3.27,0.73,12.61,0.79,115749,16.1,29395,degrading
35.3,7.92,48.69,58.27,0.0,0.0,0.18,3.68,-0.34,3.56,0.23,239789,3.0,9361,stable
58.42,5.62,87.8,112.28,0.0001,0.0,0.24,4.28,-0.06,1.59,0.03,273607,0.4,11809,stable
114.57,9.17,222.6,303.0,0.0014,0.0012,0.52,3.21,1.84,8.58,0.38,70074,5.5,29325,degrading
75.0,12.13,137.49,203.66,0.0047,0.0038,0.52,2.75,2.95,8.57,0.68,57136,6.3,20741,degrading
120.0,18.23,224.66,324.42,0.0039,0.0008,0.69,2.64,0.52,7.37,0.76,145499,12.9,19567,degrading
25.42,7.51,35.21,47.39,0.0001,0.0,0.28,3.84,-0.38,1.81,-0.03,136269,4.0,25281,stable
46.49,5.48,66.86,92.56,0.0,0.0,0.15,4.58,-0.46,4.06,-0.09,306911,2.9,38300,stable
281.6,78.49,814.4,1083.71,0.0686,0.0454,3.63,0.95,5.77,32.24,1.9,78429,44.7,2066,congested
26.47,5.8,37.79,42.52,0.0,0.0,0.24,4.63,0.42,1.86,0.23,462208,2.0,16376,stable
23.12,3.8,35.99,41.68,0.0,0.0,0.13,4.69,0.45,1.04,0.14,446392,3.3,40240,stable
48.9,5.12,76.08,92.09,0.0,0.0,0.13,3.57,0.09,3.2,-0.07,477265,0.5,42886,stable
42.49,5.58,67.24,78.34,0.0,0.0,0.14,4.83,-0.15,2.5,0.24,306149,2.7,43179,stable
197.13,35.34,581.35,681.72,0.0546,0.0331,4.48,1.25,6.6,42.62,1.27,13317,41.5,13424,congested
76.67,8.91,128.09,185.22,0.0019,0.0015,0.57,3.47,2.58,11.84,0.56,72478,16.0,10740,degrading
40.55,2.09,55.85,72.18,0.0,0.0,0.07,4.32,0.19,3.06,0.3,344536,1.9,38835,stable
335.94,61.5,932.88,1444.71,0.0508,0.0391,4.74,1.71,7.06,37.61,1.63,41144,118.1,1418,congested
94.92,19.92,183.68,207.37,0.0034,0.0011,0.8,3.41,0.94,13.55,0.46,82233,5.9,16091,degrading
75.24,16.48,117.62,183.8,0.0054,0.002,0.36,3.19,1.83,11.39,0.51,117534,18.6,17830,degrading
870.68,218.48,2873.88,5072.89,0.2205,0.1764,8.21,0.71,10.36,113.38,1.96,25352,207.6,519,critical
36.59,7.83,51.43,71.25,0.0,0.0,0.09,3.52,0.2,3.48,0.16,249753,1.0,36295,stable
27.7,4.06,38.02,48.73,0.0001,0.0,0.27,3.66,0.48,4.44,0.18,475499,3.6,10332,stable
56.69,6.77,87.45,99.55,0.0001,0.0,0.16,4.73,0.31,1.35,0.14,293257,4.7,15535,stable
92.68,14.05,169.16,239.98,0.0018,0.0015,0.53,3.41,1.03,7.33,0.51,114115,5.0,13975,degrading
89.69,18.72,139.32,233.5,0.0057,0.0029,0.91,2.91,2.92,5.31,0.43,80695,19.0,3433,degrading
405.93,53.83,864.23,1449.85,0.0698,0.0356,3.14,1.32,5.91,49.21,1.85,60810,52.4,7753,congested
30.5,7.56,44.59,59.07,0.0001,0.0,0.01,3.95,-0.24,2.44,-0.06,474783,2.8,15970,stable
73.27,10.05,142.02,166.0,0.0037,0.0022,0.78,3.06,2.12,13.51,0.36,105524,10.1,9902,degrading
35.83,4.66,52.94,59.09,0.0,0.0,0.07,3.86,0.3,1.26,0.13,222736,1.3,25781,stable
60.0,18.45,97.33,135.07,0.0026,0.0017,0.63,2.7,1.35,12.13,0.7,132076,16.4,660,degrading
27.41,3.17,36.79,50.68,0.0,0.0,0.1,4.88,-0.21,2.88,0.26,383088,0.3,8217,stable
29.59,6.24,40.99,50.51,0.0,0.0,0.25,3.85,0.18,2.72,-0.05,385705,1.1,9654,stable
73.13,16.98,125.27,204.3,0.0025,0.002,0.49,3.43,0.58,14.39,0.74,118378,5.5,7147,degrading
212.33,58.19,474.77,809.83,0.0601,0.0398,2.83,1.85,4.18,49.98,1.32,51624,62.5,9128,congested
903.94,282.78,2717.29,3669.58,0.2185,0.167,3.46,0.43,15.06,103.61,2.22,17221,154.9,3374,critical
1823.38,113.18,5225.1,8448.46,0.2157,0.1635,8.18,1.02,11.66,94.86,2.53,14503,419.9,1081,critical
47.01,4.72,75.19,75.22,0.0,0.0,0.24,3.94,-0.23,3.63,0.06,154367,0.3,39604,stable
41.66,4.81,60.29,74.32,0.0,0.0,0.16,3.57,-0.37,4.45,0.24,239110,1.7,46889,stable
103.07,8.63,182.37,256.68,0.0024,0.0012,0.44,3.17,1.1,14.69,0.72,124454,10.1,2175,degrading
60.0,13.05,110.86,139.49,0.0025,0.0017,0.48,3.38,1.44,14.17,0.79,127117,14.3,4922,degrading
26.75,5.68,39.82,50.65,0.0,0.0,0.01,4.32,-0.41,4.98,0.26,108432,4.3,46052,stable
965.49,218.13,3026.7,5653.98,0.2235,0.1605,7.13,0.65,17.58,42.35,2.22,18992,597.3,1647,critical
120.0,14.93,230.66,240.97,0.0029,0.001,0.65,2.69,0.63,11.56,0.78,61825,16.6,11256,degrading
60.0,17.8,112.58,160.41,0.0021,0.0017,0.99,2.79,1.18,13.0,0.31,61066,5.2,9303,degrading
35.24,6.82,54.71,66.13,0.0,0.0,0.2,4.18,0.33,3.87,0.27,130722,2.5,35630,stable
94.2,13.12,154.6,225.76,0.0014,0.0007,0.45,3.33,0.6,13.04,0.37,98312,13.2,23128,degrading
41.19,6.65,56.45,71.6,0.0001,0.0,0.25,4.92,0.38,3.96,0.01,212646,4.8,1503,stable
60.0,12.2,96.57,122.97,0.0018,0.0015,0.47,3.4,1.81,6.66,0.59,82700,5.7,2820,degrading
26.05,3.17,34.76,49.39,0.0,0.0,0.29,3.89,-0.29,1.32,0.12,105441,2.1,4595,stable
33.86,4.37,45.86,56.3,0.0,0.0,0.22,4.94,-0.28,4.54,0.27,466568,3.2,31861,stable
76.44,16.69,117.14,184.92,0.0047,0.0014,0.36,3.03,2.18,12.42,0.51,131258,16.3,6222,degrading
90.59,15.6,176.4,230.4,0.0024,0.0019,1.17,3.24,2.37,6.67,0.35,108576,5.5,20203,degrading
38.65,6.29,57.89,66.16,0.0001,0.0,0.01,3.56,0.36,3.81,0.09,139133,2.5,24200,stable
20.0,4.07,29.47,37.83,0.0001,0.0,0.05,4.87,-0.37,4.48,0.04,142173,1.4,9890,stable
309.83,48.11,909.86,1036.67,0.0558,0.0357,3.88,1.58,8.94,17.04,1.4,46767,23.9,289,congested
49.45,3.67,76.12,89.22,0.0,0.0,0.06,3.91,-0.21,3.96,-0.04,411034,2.6,19844,stable
52.81,4.78,70.16,101.32,0.0,0.0,0.19,4.83,0.15,4.25,0.11,387188,4.5,38885,stable
48.31,3.45,73.25,91.88,0.0,0.0,0.23,4.8,0.38,4.13,0.06,492723,1.9,32292,stable
1159.25,58.86,3509.18,4953.93,0.2138,0.1711,9.86,0.98,10.7,37.87,2.91,2490,61.4,1450,critical
60.0,2.33,83.12,115.66,0.0,0.0,0.18,4.68,0.16,3.44,0.06,289523,2.1,42266,stable
237.76,34.04,662.41,766.42,0.052,0.0416,2.41,1.69,4.55,27.56,1.19,58212,107.3,13005,congested
42.6,3.14,61.62,79.1,0.0,0.0,0.24,4.83,0.34,2.94,-0.07,248684,2.1,48052,stable
120.0,14.48,204.54,309.05,0.0022,0.0016,0.89,2.98,1.09,13.8,0.66,110107,15.5,12752,degrading
73.52,8.9,123.7,188.73,0.0034,0.002,0.44,2.66,2.96,11.23,0.3,76856,10.6,2149,degrading
47.54,2.75,74.84,78.72,0.0001,0.0,0.17,4.54,0.03,2.74,0.05,436676,1.1,36976,stable
120.0,13.69,197.48,294.76,0.0018,0.0014,0.55,2.67,1.48,6.82,0.28,135735,5.8,21469,degrading
35.45,7.93,53.41,57.55,0.0001,0.0,0.16,3.71,-0.21,3.09,0.3,245716,0.8,25356,stable
41.41,6.02,61.54,75.22,0.0,0.0,0.22,4.11,0.39,4.67,0.07,196289,3.2,47774,stable
60.0,3.44,89.37,97.42,0.0001,0.0,0.28,4.21,-0.05,3.12,-0.07,463397,3.3,31261,stable
